Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
response regulator [Glutamicibacter nicotianae],Glutamicibacter nicotianae,Glutamicibacter nicotianae,37929,30.8,30.8,80%,61,75.00,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190264147.1?report=genbank&log$=prottop&blast_rank=22&RID=WC6NTSVD016"",""WP_190264147.1"")"
response regulator [Glutamicibacter nicotianae],Glutamicibacter nicotianae,Glutamicibacter nicotianae,37929,30.8,30.8,80%,61,75.00,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141356134.1?report=genbank&log$=prottop&blast_rank=23&RID=WC6NTSVD016"",""WP_141356134.1"")"
ABC transporter ATP-binding protein [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,30.3,30.3,73%,86,81.82,618,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RPI86895.1?report=genbank&log$=prottop&blast_rank=24&RID=WC6NTSVD016"",""RPI86895.1"")"
Auxin Efflux Carrier superfamily [Blumeria graminis f. sp. hordei DH14],Blumeria graminis f. sp. hordei DH14,Blumeria graminis f. sp. hordei DH14,546991,30.3,30.3,66%,86,90.00,553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCU75311.1?report=genbank&log$=prottop&blast_rank=25&RID=WC6NTSVD016"",""CCU75311.1"")"
hypothetical protein BGT96224_4156 [Blumeria graminis f. sp. tritici 96224],Blumeria graminis f. sp. tritici 96224,Blumeria graminis f. sp. tritici 96224,1268274,30.3,30.3,66%,86,90.00,553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EPQ64211.1?report=genbank&log$=prottop&blast_rank=26&RID=WC6NTSVD016"",""EPQ64211.1"")"
dicarboxylate/amino acid:cation symporter [Corynebacterium neomassiliense],Corynebacterium sp. Marseille-P3888,Corynebacterium sp. Marseille-P3888,2079482,30.3,30.3,66%,86,90.00,451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_130841826.1?report=genbank&log$=prottop&blast_rank=27&RID=WC6NTSVD016"",""WP_130841826.1"")"
dicarboxylate/amino acid:cation symporter [Corynebacterium provencense],Corynebacterium provencense,Corynebacterium provencense,1737425,30.3,30.3,66%,86,90.00,451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078057134.1?report=genbank&log$=prottop&blast_rank=28&RID=WC6NTSVD016"",""WP_078057134.1"")"
TPA: ABC transporter ATP-binding protein [Phycisphaerae bacterium],Phycisphaerae bacterium,Phycisphaerae bacterium,2026778,30.3,30.3,80%,86,62.50,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHS15089.1?report=genbank&log$=prottop&blast_rank=29&RID=WC6NTSVD016"",""HHS15089.1"")"
Cadherin-like [Flavobacterium flevense],Flavobacterium flevense,Flavobacterium flevense,983,29.9,29.9,86%,121,69.23,3040,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SHL83726.1?report=genbank&log$=prottop&blast_rank=30&RID=WC6NTSVD016"",""SHL83726.1"")"
hypothetical protein [Flavobacterium flevense],Flavobacterium flevense,Flavobacterium flevense,983,29.9,29.9,86%,121,69.23,3008,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_159434575.1?report=genbank&log$=prottop&blast_rank=31&RID=WC6NTSVD016"",""WP_159434575.1"")"
hypothetical protein [Flavobacterium flevense],Flavobacterium flevense,Flavobacterium flevense,983,29.9,29.9,86%,121,69.23,888,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141384648.1?report=genbank&log$=prottop&blast_rank=32&RID=WC6NTSVD016"",""WP_141384648.1"")"
CTP synthase [Helicobacteraceae bacterium CG2_30_36_10],Helicobacteraceae bacterium CG2_30_36_10,Helicobacteraceae bacterium CG2_30_36_10,1805215,29.9,29.9,80%,121,83.33,543,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OIP55117.1?report=genbank&log$=prottop&blast_rank=33&RID=WC6NTSVD016"",""OIP55117.1"")"
oxidoreductase [Mesorhizobium composti],Mesorhizobium composti,Mesorhizobium composti,2675109,29.9,29.9,66%,121,90.91,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136359569.1?report=genbank&log$=prottop&blast_rank=34&RID=WC6NTSVD016"",""WP_136359569.1"")"
oxidoreductase [Pseudaminobacter arsenicus],Pseudaminobacter sp. CB3,Pseudaminobacter sp. CB3,1851146,29.9,29.9,66%,121,90.91,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128625576.1?report=genbank&log$=prottop&blast_rank=35&RID=WC6NTSVD016"",""WP_128625576.1"")"
oxidoreductase [Mesorhizobium sp. Root157],Mesorhizobium sp. Root157,Mesorhizobium sp. Root157,1736477,29.9,29.9,66%,121,90.91,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_056100414.1?report=genbank&log$=prottop&blast_rank=36&RID=WC6NTSVD016"",""WP_056100414.1"")"
oxidoreductase [Rhizobiaceae bacterium],Rhizobiaceae bacterium,Rhizobiaceae bacterium,1913961,29.9,29.9,66%,121,90.91,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAN10303.1?report=genbank&log$=prottop&blast_rank=37&RID=WC6NTSVD016"",""TAN10303.1"")"
hypothetical protein B9Q02_05405 [Candidatus Marsarchaeota G1 archaeon BE_D],Candidatus Marsarchaeota G1 archaeon BE_D,Candidatus Marsarchaeota G1 archaeon BE_D,1978156,29.9,29.9,100%,121,75.00,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PSN85680.1?report=genbank&log$=prottop&blast_rank=38&RID=WC6NTSVD016"",""PSN85680.1"")"
hypothetical protein B9Q01_04015 [Candidatus Marsarchaeota G1 archaeon OSP_D],Candidatus Marsarchaeota G1 archaeon OSP_D,Candidatus Marsarchaeota G1 archaeon OSP_D,1978155,29.9,29.9,100%,121,75.00,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PSN83646.1?report=genbank&log$=prottop&blast_rank=39&RID=WC6NTSVD016"",""PSN83646.1"")"
oxidoreductase [Pseudaminobacter manganicus],Pseudaminobacter manganicus,Pseudaminobacter manganicus,1873176,29.9,29.9,66%,121,90.91,457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_080920731.1?report=genbank&log$=prottop&blast_rank=40&RID=WC6NTSVD016"",""WP_080920731.1"")"
MBL fold metallo-hydrolase [Rhizobium sp. 007],Rhizobium sp. 007,Rhizobium sp. 007,2785056,29.9,29.9,73%,122,81.82,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194731869.1?report=genbank&log$=prottop&blast_rank=41&RID=WC6NTSVD016"",""WP_194731869.1"")"
diaminopimelate epimerase [Helicobacter sp. 12S02232-10],Helicobacter sp. 12S02232-10,Helicobacter sp. 12S02232-10,1476197,29.9,29.9,100%,122,60.00,256,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095299245.1?report=genbank&log$=prottop&blast_rank=42&RID=WC6NTSVD016"",""WP_095299245.1"")"
hypothetical protein CFO_g3933 [Ceratocystis platani],Ceratocystis platani,Ceratocystis platani,88771,29.5,29.5,80%,172,71.43,1208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KKF93716.1?report=genbank&log$=prottop&blast_rank=43&RID=WC6NTSVD016"",""KKF93716.1"")"
hypothetical protein CFIMG_003977RA [Ceratocystis fimbriata CBS 114723],Ceratocystis fimbriata CBS 114723,Ceratocystis fimbriata CBS 114723,1035309,29.5,29.5,80%,172,71.43,1182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PHH50348.1?report=genbank&log$=prottop&blast_rank=44&RID=WC6NTSVD016"",""PHH50348.1"")"
hypothetical protein DCC81_17150 [Chitinophaga parva],Chitinophaga parva,Chitinophaga parva,2169414,29.5,29.5,80%,172,71.43,683,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PUZ25971.1?report=genbank&log$=prottop&blast_rank=45&RID=WC6NTSVD016"",""PUZ25971.1"")"
DUF3857 domain-containing protein [Chitinophaga parva],Chitinophaga parva,Chitinophaga parva,2169414,29.5,29.5,80%,172,71.43,678,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165806623.1?report=genbank&log$=prottop&blast_rank=46&RID=WC6NTSVD016"",""WP_165806623.1"")"
acyl-CoA dehydrogenase [Rhodococcus hoagii],Rhodococcus hoagii,Rhodococcus hoagii,43767,29.5,29.5,66%,172,80.00,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NKS55454.1?report=genbank&log$=prottop&blast_rank=47&RID=WC6NTSVD016"",""NKS55454.1"")"
putative pigment protein [Rhodococcus sp.],Rhodococcus sp.,Rhodococcus sp.,1831,29.5,29.5,66%,172,80.00,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QGP74843.1?report=genbank&log$=prottop&blast_rank=48&RID=WC6NTSVD016"",""QGP74843.1"")"
"ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19 [Chitinophaga arvensicola]",Chitinophaga arvensicola,Chitinophaga arvensicola,29529,29.5,29.5,93%,172,64.29,371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SEW36598.1?report=genbank&log$=prottop&blast_rank=49&RID=WC6NTSVD016"",""SEW36598.1"")"
FecR domain-containing protein [Chitinophaga arvensicola],Chitinophaga arvensicola,Chitinophaga arvensicola,29529,29.5,29.5,93%,172,64.29,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089894944.1?report=genbank&log$=prottop&blast_rank=50&RID=WC6NTSVD016"",""WP_089894944.1"")"
MULTISPECIES: methionyl-tRNA formyltransferase [Clostridiales],Clostridiales,Clostridiales,186802,29.5,29.5,86%,172,69.23,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_117604244.1?report=genbank&log$=prottop&blast_rank=51&RID=WC6NTSVD016"",""WP_117604244.1"")"
methionyl-tRNA formyltransferase [Mediterraneibacter butyricigenes],Mediterraneibacter butyricigenes,Mediterraneibacter butyricigenes,2316025,29.5,29.5,86%,172,69.23,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119297598.1?report=genbank&log$=prottop&blast_rank=52&RID=WC6NTSVD016"",""WP_119297598.1"")"
CRISPR-associated endonuclease Cas1 [Methanocalculus sp. 52_23],Methanocalculus sp. 52_23,Methanocalculus sp. 52_23,1641382,29.5,29.5,60%,172,88.89,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KUK69304.1?report=genbank&log$=prottop&blast_rank=53&RID=WC6NTSVD016"",""KUK69304.1"")"
MULTISPECIES: hypothetical protein [Butyricimonas],Butyricimonas,Butyricimonas,574697,29.5,29.5,80%,172,83.33,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148375318.1?report=genbank&log$=prottop&blast_rank=54&RID=WC6NTSVD016"",""WP_148375318.1"")"
MBL fold metallo-hydrolase [Fertoebacter nigrum],Fertoebacter nigrum,Fertoebacter nigrum,2656921,29.5,29.5,73%,172,81.82,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152827435.1?report=genbank&log$=prottop&blast_rank=55&RID=WC6NTSVD016"",""WP_152827435.1"")"
RGS domain-containing protein [Glomus cerebriforme],Glomus cerebriforme,Glomus cerebriforme,658196,29.5,29.5,73%,172,72.73,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RIA99435.1?report=genbank&log$=prottop&blast_rank=56&RID=WC6NTSVD016"",""RIA99435.1"")"
regulator of G protein signaling superfamily [Rhizophagus irregularis],Rhizophagus irregularis,Rhizophagus irregularis,588596,29.5,29.5,73%,172,72.73,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PKY16912.1?report=genbank&log$=prottop&blast_rank=57&RID=WC6NTSVD016"",""PKY16912.1"")"
hypothetical protein GLOIN_2v1552709 [Rhizophagus irregularis DAOM 181602=DAOM 197198],Rhizophagus irregularis DAOM 181602=DAOM 197198,Rhizophagus irregularis DAOM 181602=DAOM 197198,747089,29.5,29.5,73%,172,72.73,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_025183686.1?report=genbank&log$=prottop&blast_rank=58&RID=WC6NTSVD016"",""XP_025183686.1"")"
RGS domain-containing protein [Rhizophagus diaphanus] [Rhizophagus sp. MUCL 43196],Rhizophagus sp. MUCL 43196,Rhizophagus sp. MUCL 43196,1803374,29.5,29.5,73%,172,72.73,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RGB41622.1?report=genbank&log$=prottop&blast_rank=59&RID=WC6NTSVD016"",""RGB41622.1"")"
hypothetical protein RclHR1_09870005 [Rhizophagus clarus],Rhizophagus clarus,Rhizophagus clarus,94130,29.5,29.5,73%,172,72.73,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBC10746.1?report=genbank&log$=prottop&blast_rank=60&RID=WC6NTSVD016"",""GBC10746.1"")"
RGS domain-containing protein [Gigaspora rosea],Gigaspora rosea,Gigaspora rosea,44941,29.5,29.5,73%,172,72.73,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RIB07185.1?report=genbank&log$=prottop&blast_rank=61&RID=WC6NTSVD016"",""RIB07185.1"")"
regulator of G protein signaling superfamily [Gigaspora margarita],Gigaspora margarita,Gigaspora margarita,4874,29.5,29.5,73%,172,72.73,234,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF0345702.1?report=genbank&log$=prottop&blast_rank=62&RID=WC6NTSVD016"",""KAF0345702.1"")"
regulator of g protein signaling domain protein [Rhizophagus irregularis DAOM 181602=DAOM 197198],Rhizophagus irregularis DAOM 181602=DAOM 197198,Rhizophagus irregularis DAOM 181602=DAOM 197198,747089,29.5,29.5,73%,172,72.73,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GBC23081.1?report=genbank&log$=prottop&blast_rank=63&RID=WC6NTSVD016"",""GBC23081.1"")"
hypothetical protein RhiirC2_730148 [Rhizophagus irregularis],Rhizophagus irregularis,Rhizophagus irregularis,588596,29.5,29.5,73%,172,72.73,206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PKK78300.1?report=genbank&log$=prottop&blast_rank=64&RID=WC6NTSVD016"",""PKK78300.1"")"
hypothetical protein ASPGLDRAFT_870552 [Aspergillus glaucus CBS 516.65],Aspergillus glaucus CBS 516.65,Aspergillus glaucus CBS 516.65,1160497,29.1,29.1,66%,244,76.92,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022397103.1?report=genbank&log$=prottop&blast_rank=65&RID=WC6NTSVD016"",""XP_022397103.1"")"
3-methyl-2-oxobutanoate hydroxymethyltransferase [Methylophilus sp. QUAN],Methylophilus sp. QUAN,Methylophilus sp. QUAN,2781020,29.1,29.1,73%,244,81.82,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194754752.1?report=genbank&log$=prottop&blast_rank=66&RID=WC6NTSVD016"",""WP_194754752.1"")"
1-phosphofructokinase family hexose kinase [Listeria monocytogenes],Listeria monocytogenes,Listeria monocytogenes,1639,29.1,29.1,60%,244,88.89,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EAE5070629.1?report=genbank&log$=prottop&blast_rank=67&RID=WC6NTSVD016"",""EAE5070629.1"")"
helix-turn-helix domain-containing protein [Chitinophaga sp. MD30],Chitinophaga sp. MD30,Chitinophaga sp. MD30,2033437,29.1,29.1,73%,244,62.50,326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095841545.1?report=genbank&log$=prottop&blast_rank=68&RID=WC6NTSVD016"",""WP_095841545.1"")"
MULTISPECIES: CamS family sex pheromone protein [Anoxybacillus],Anoxybacillus,Anoxybacillus,150247,29.1,29.1,80%,244,71.43,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_035049229.1?report=genbank&log$=prottop&blast_rank=69&RID=WC6NTSVD016"",""WP_035049229.1"")"
DUF4974 domain-containing protein [Bacteroidales bacterium],Bacteroidales bacterium,Bacteroidales bacterium,2030927,29.1,29.1,93%,244,71.43,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLI36268.1?report=genbank&log$=prottop&blast_rank=70&RID=WC6NTSVD016"",""NLI36268.1"")"
kinase-like protein [Punctularia strigosozonata HHB-11173 SS5],Punctularia strigosozonata HHB-11173 SS5,Punctularia strigosozonata HHB-11173 SS5,741275,29.1,29.1,73%,244,72.73,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_007388820.1?report=genbank&log$=prottop&blast_rank=71&RID=WC6NTSVD016"",""XP_007388820.1"")"
hypothetical protein BGO32_03305 [Bacteroidetes bacterium 37-13],Bacteroidetes bacterium 37-13,Bacteroidetes bacterium 37-13,1895921,29.1,29.1,80%,244,75.00,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OJV31409.1?report=genbank&log$=prottop&blast_rank=72&RID=WC6NTSVD016"",""OJV31409.1"")"
MULTISPECIES: dicarboxylate/amino acid:cation symporter [unclassified Gordonia],unclassified Gordonia,unclassified Gordonia,2657482,29.1,29.1,80%,244,75.00,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014926399.1?report=genbank&log$=prottop&blast_rank=73&RID=WC6NTSVD016"",""WP_014926399.1"")"
dicarboxylate/amino acid:cation symporter [Gordonia terrae],Gordonia terrae,Gordonia terrae,2055,29.1,29.1,80%,244,75.00,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010841668.1?report=genbank&log$=prottop&blast_rank=74&RID=WC6NTSVD016"",""WP_010841668.1"")"
unnamed protein product [Callosobruchus maculatus],Callosobruchus maculatus,cowpea weevil,64391,29.1,29.1,80%,244,76.92,465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VEN34299.1?report=genbank&log$=prottop&blast_rank=75&RID=WC6NTSVD016"",""VEN34299.1"")"
TPA: hypothetical protein [Candidatus Acetothermia bacterium],Candidatus Acetothermia bacterium,Candidatus Acetothermia bacterium,2053493,29.1,29.1,80%,244,55.00,473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHA26166.1?report=genbank&log$=prottop&blast_rank=76&RID=WC6NTSVD016"",""HHA26166.1"")"
Ig-like domain-containing protein [Candidatus Bipolaricaulota bacterium],Candidatus Bipolaricaulota bacterium,Candidatus Bipolaricaulota bacterium,2306012,29.1,29.1,80%,244,55.00,474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7221390.1?report=genbank&log$=prottop&blast_rank=77&RID=WC6NTSVD016"",""MBC7221390.1"")"
TPA: hypothetical protein [Candidatus Acetothermia bacterium],Candidatus Acetothermia bacterium,Candidatus Acetothermia bacterium,2053493,29.1,29.1,80%,244,55.00,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGJ79905.1?report=genbank&log$=prottop&blast_rank=78&RID=WC6NTSVD016"",""HGJ79905.1"")"
hypothetical protein PRIPAC_79683 [Pristionchus pacificus],Pristionchus pacificus,Pristionchus pacificus,54126,29.1,29.1,60%,244,88.89,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF8373254.1?report=genbank&log$=prottop&blast_rank=79&RID=WC6NTSVD016"",""KAF8373254.1"")"
2-isopropylmalate synthase [Rhodobacteraceae bacterium],Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,1904441,29.1,29.1,86%,244,69.23,537,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MAS44728.1?report=genbank&log$=prottop&blast_rank=80&RID=WC6NTSVD016"",""MAS44728.1"")"
2-isopropylmalate synthase [Rhodobacteraceae bacterium],Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,1904441,29.1,29.1,86%,244,69.23,537,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBR28746.1?report=genbank&log$=prottop&blast_rank=81&RID=WC6NTSVD016"",""MBR28746.1"")"
2-isopropylmalate synthase [Albimonas donghaensis],Albimonas donghaensis,Albimonas donghaensis,356660,29.1,29.1,86%,244,69.23,537,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_092679820.1?report=genbank&log$=prottop&blast_rank=82&RID=WC6NTSVD016"",""WP_092679820.1"")"
CTP synthase [Sulfurimonas sp.],Sulfurimonas sp.,Sulfurimonas sp.,2022749,29.1,29.1,80%,244,83.33,539,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3027120.1?report=genbank&log$=prottop&blast_rank=83&RID=WC6NTSVD016"",""MBA3027120.1"")"
